schema_version,request_id,seed,scenario_id,algorithm,time_slot,throughput_e,delay_u,drop_u,sla_violation,fairness,rb_utilization,allocated_embb_rb,allocated_urllc_rb,used_embb_rb,used_urllc_rb,served_embb_bits,served_urllc_bits,completed_urllc_packets,dropped_urllc_packets,units
1.0.0,smoke-000022,42,stable_load,tv1_smoke_fixed,22,10.465,1.5,0.0,0.0,0.554711,0.96,25,25,25,23,10465,4211,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000023,42,stable_load,tv1_smoke_fixed,23,10.465,1.0,0.0,0.0,0.552113,0.78,25,25,25,14,10465,2560,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000024,42,stable_load,tv1_smoke_fixed,24,10.465,1.0,0.0,0.0,0.550272,0.94,25,25,25,22,10465,5120,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000025,42,stable_load,tv1_smoke_fixed,25,8.601,1.0,0.0,0.0,0.539545,0.94,25,25,25,22,8601,5120,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000026,42,stable_load,tv1_smoke_fixed,26,8.601,1.0,0.0,0.0,0.537794,0.94,25,25,25,22,8601,5120,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000027,42,stable_load,tv1_smoke_fixed,27,8.601,0.0,0.0,0.0,0.536265,0.5,25,25,25,0,8601,0,0,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000028,42,stable_load,tv1_smoke_fixed,28,8.601,1.0,0.0,0.0,0.545074,1.0,25,25,25,25,8601,6029,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000029,42,stable_load,tv1_smoke_fixed,29,8.601,1.5,0.0,0.0,0.551987,1.0,25,25,25,25,8601,6029,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000030,42,stable_load,tv1_smoke_fixed,30,8.601,1.666667,0.0,0.0,0.532508,0.9,25,25,25,20,8601,5862,3,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000031,42,stable_load,tv1_smoke_fixed,31,10.465,1.0,0.0,0.0,0.538258,0.84,25,25,25,17,10465,5120,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000032,42,stable_load,tv1_smoke_fixed,32,10.465,1.0,0.0,0.0,0.537855,1.0,25,25,25,25,10465,7579,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000033,42,stable_load,tv1_smoke_fixed,33,10.465,1.5,0.0,0.0,0.536382,0.68,25,25,25,9,10465,2661,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000034,42,stable_load,tv1_smoke_fixed,34,8.601,1.0,0.0,0.0,0.529137,0.84,25,25,25,17,8601,5120,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000035,42,stable_load,tv1_smoke_fixed,35,8.601,1.0,0.0,0.0,0.528412,0.68,25,25,25,9,8601,2560,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000036,42,stable_load,tv1_smoke_fixed,36,10.465,1.0,0.0,0.0,0.533222,0.84,25,25,25,17,10465,5120,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000037,42,stable_load,tv1_smoke_fixed,37,10.465,1.0,0.0,0.0,0.53258,0.84,25,25,25,17,10465,5120,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000038,42,stable_load,tv1_smoke_fixed,38,8.601,1.0,0.0,0.0,0.526218,0.84,25,25,25,17,8601,5120,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000039,42,stable_load,tv1_smoke_fixed,39,8.601,1.0,0.0,0.0,0.525484,0.84,25,25,25,17,8601,5120,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000040,42,stable_load,tv1_smoke_fixed,40,8.601,0.0,0.0,0.0,0.524716,0.5,25,25,25,0,8601,0,0,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000041,42,stable_load,tv1_smoke_fixed,41,8.601,1.0,0.0,0.0,0.524143,0.94,25,25,25,22,8601,5120,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000042,42,stable_load,tv1_smoke_fixed,42,8.601,1.0,0.0,0.0,0.523642,0.94,25,25,25,22,8601,5120,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000043,42,stable_load,tv1_smoke_fixed,43,8.601,0.0,0.0,0.0,0.522771,0.5,25,25,25,0,8601,0,0,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000044,42,stable_load,tv1_smoke_fixed,44,8.601,1.0,0.0,0.0,0.522206,0.72,25,25,25,11,8601,2560,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000045,42,stable_load,tv1_smoke_fixed,45,7.579,0.0,0.0,0.0,0.519041,0.5,25,25,25,0,7579,0,0,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000046,42,stable_load,tv1_smoke_fixed,46,8.601,1.0,0.0,0.0,0.520958,0.78,25,25,25,14,8601,2560,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000047,42,stable_load,tv1_smoke_fixed,47,8.601,1.0,0.0,0.0,0.520444,0.72,25,25,25,11,8601,2560,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000048,42,stable_load,tv1_smoke_fixed,48,8.601,0.0,0.0,0.0,0.51999,0.5,25,25,25,0,8601,0,0,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000049,42,stable_load,tv1_smoke_fixed,49,8.601,0.0,0.0,0.0,0.519464,0.5,25,25,25,0,8601,0,0,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000050,42,stable_load,tv1_smoke_fixed,50,8.601,1.0,0.0,0.0,0.524177,1.0,25,25,25,25,8601,6029,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000051,42,stable_load,tv1_smoke_fixed,51,8.601,2.0,0.0,0.0,0.518629,0.64,25,25,25,7,8601,1651,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000052,42,stable_load,tv1_smoke_fixed,52,7.579,1.0,0.0,0.0,0.527396,1.0,25,25,25,25,7579,6029,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000053,42,stable_load,tv1_smoke_fixed,53,8.601,2.0,0.0,0.0,0.520091,1.0,25,25,25,25,8601,6029,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000054,42,stable_load,tv1_smoke_fixed,54,8.601,2.0,0.0,0.0,0.517522,0.58,25,25,25,4,8601,742,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000055,42,stable_load,tv1_smoke_fixed,55,8.601,1.0,0.0,0.0,0.517222,0.72,25,25,25,11,8601,2560,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000056,42,stable_load,tv1_smoke_fixed,56,8.601,1.0,0.0,0.0,0.521538,1.0,25,25,25,25,8601,6029,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000057,42,stable_load,tv1_smoke_fixed,57,8.601,2.0,0.0,0.0,0.516569,0.64,25,25,25,7,8601,1651,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000058,42,stable_load,tv1_smoke_fixed,58,8.601,1.0,0.0,0.0,0.526716,1.0,25,25,25,25,8601,4651,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000059,42,stable_load,tv1_smoke_fixed,59,8.601,1.666667,0.0,0.0,0.515906,0.98,25,25,25,24,8601,5589,3,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000060,42,stable_load,tv1_smoke_fixed,60,8.601,1.0,0.0,0.0,0.515646,0.94,25,25,25,22,8601,5120,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000061,42,stable_load,tv1_smoke_fixed,61,8.601,1.0,0.0,0.0,0.515375,0.94,25,25,25,22,8601,5120,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000062,42,stable_load,tv1_smoke_fixed,62,8.601,1.0,0.0,0.0,0.514996,0.94,25,25,25,22,8601,5120,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000063,42,stable_load,tv1_smoke_fixed,63,8.601,1.0,0.0,0.0,0.514787,0.94,25,25,25,22,8601,5120,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000064,42,stable_load,tv1_smoke_fixed,64,8.601,0.0,0.0,0.0,0.514611,0.5,25,25,25,0,8601,0,0,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000065,42,stable_load,tv1_smoke_fixed,65,8.601,1.0,0.0,0.0,0.514589,1.0,25,25,25,25,8601,7579,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000066,42,stable_load,tv1_smoke_fixed,66,8.601,2.0,0.0,0.0,0.514161,0.52,25,25,25,1,8601,101,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000067,42,stable_load,tv1_smoke_fixed,67,8.601,1.0,0.0,0.0,0.513948,0.84,25,25,25,17,8601,5120,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000068,42,stable_load,tv1_smoke_fixed,68,8.601,1.0,0.0,0.0,0.513689,0.68,25,25,25,9,8601,2560,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000069,42,stable_load,tv1_smoke_fixed,69,8.601,1.0,0.0,0.0,0.513442,0.84,25,25,25,17,8601,5120,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000070,42,stable_load,tv1_smoke_fixed,70,8.601,0.0,0.0,0.0,0.513318,0.5,25,25,25,0,8601,0,0,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000071,42,stable_load,tv1_smoke_fixed,71,7.579,1.0,0.0,0.0,0.511577,0.68,25,25,25,9,7579,2560,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000072,42,stable_load,tv1_smoke_fixed,72,8.601,1.0,0.0,0.0,0.512966,0.68,25,25,25,9,8601,2560,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000073,42,stable_load,tv1_smoke_fixed,73,8.601,1.0,0.0,0.0,0.512759,0.68,25,25,25,9,8601,2560,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000074,42,stable_load,tv1_smoke_fixed,74,8.601,1.0,0.0,0.0,0.51268,0.68,25,25,25,9,8601,2560,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000075,42,stable_load,tv1_smoke_fixed,75,8.601,0.0,0.0,0.0,0.512482,0.5,25,25,25,0,8601,0,0,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000076,42,stable_load,tv1_smoke_fixed,76,8.601,1.0,0.0,0.0,0.512484,1.0,25,25,25,25,8601,7579,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000077,42,stable_load,tv1_smoke_fixed,77,8.601,1.333333,0.0,0.0,0.520585,1.0,25,25,25,25,8601,7579,3,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000078,42,stable_load,tv1_smoke_fixed,78,10.465,2.0,0.0,0.0,0.519994,1.0,25,25,25,25,10465,7579,3,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000079,42,stable_load,tv1_smoke_fixed,79,10.465,2.0,0.0,0.0,0.514387,0.68,25,25,25,9,10465,2863,2,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000080,42,stable_load,tv1_smoke_fixed,80,10.465,1.0,0.0,0.0,0.514211,0.66,25,25,25,8,10465,2560,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
1.0.0,smoke-000081,42,stable_load,tv1_smoke_fixed,81,10.465,1.0,0.0,0.0,0.514045,0.66,25,25,25,8,10465,2560,1,0,"{""throughput_e"":""Mbps"",""delay_u"":""ms"",""drop_u"":""ratio"",""sla_violation"":""ratio"",""fairness"":""index_0_to_1"",""rb_utilization"":""ratio""}"
